Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Jefferson,03/30/2021,9,7.4,2989,43425,20.7,17.1,6883.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Lycoming,01/04/2021,82,82.1,6446,113299,72.4,72.5,5689.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Cumberland,05/04/2020,6,12.6,394,253370,2.4,5,155.5,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Luzerne,04/28/2020,32,36.1,2110,317417,10.1,11.4,664.7,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Clarion,02/28/2021,1,5,2695,38438,2.6,13,7011.3,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
McKean,08/30/2020,0,0.3,45,40625,0,0.7,110.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Washington,01/21/2021,55,95.3,11854,206865,26.6,46.1,5730.3,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Centre,07/13/2020,2,3.1,257,162385,1.2,1.9,158.3,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Luzerne,01/26/2021,221,179.7,22332,317417,69.6,56.6,7035.5,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Pennsylvania,12/16/2020,9702,10252.3,532416,12801989,75.8,80.1,4158.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Philadelphia,05/22/2020,160,168.1,16869,1584064,10.1,10.6,1064.9,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Delaware,09/30/2020,45,45.1,11746,566747,7.9,8,2072.5,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Dauphin,08/19/2020,26,21.6,3069,278299,9.3,7.8,1102.8,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Cameron,01/27/2021,0,2.3,239,4447,0,51.4,5374.4,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Bucks,02/12/2021,191,210.9,42741,628270,30.4,33.6,6803,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Northumberland,05/18/2020,1,2.9,155,90843,1.1,3.1,170.6,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Centre,03/20/2021,56,67.6,13933,162385,34.5,41.6,8580.2,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Philadelphia,07/11/2020,76,110.7,22666,1584064,4.8,7,1430.9,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Clarion,03/25/2021,11,5.7,2809,38438,28.6,14.9,7307.9,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Philadelphia,12/27/2020,288,580.3,86494,1584064,18.2,36.6,5460.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Delaware,01/15/2021,245,259,34268,566747,43.2,45.7,6046.4,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Schuylkill,09/14/2020,5,3.6,1065,141359,3.5,2.5,753.4,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Juniata,02/24/2021,2,4.4,1814,24763,8.1,17.9,7325.4,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Bucks,03/26/2021,245,226.4,49888,628270,39,36,7940.5,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Westmoreland,12/19/2020,180,350.1,16461,348899,51.6,100.4,4718,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Montgomery,04/04/2021,261,291,61257,830915,31.4,35,7372.2,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Cumberland,01/11/2021,97,164.9,12081,253370,38.3,65.1,4768.1,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Monroe,01/25/2021,71,61.4,8306,170271,41.7,36.1,4878.1,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Adams,03/05/2021,27,21.4,7451,103009,26.2,20.8,7233.3,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Blair,05/28/2020,0,0.3,50,121829,0,0.2,41,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Berks,11/15/2020,202,159.3,11576,421164,48,37.8,2748.6,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Bedford,03/21/2021,0,5.1,3914,47888,0,10.7,8173.2,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Centre,06/27/2020,1,2.9,206,162385,0.6,1.8,126.9,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Adams,02/17/2021,27,24,7096,103009,26.2,23.3,6888.7,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Bucks,03/29/2021,395,279.6,50700,628270,62.9,44.5,8069.8,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Juniata,09/17/2020,1,1.7,174,24763,4,6.9,702.7,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Bradford,01/26/2021,5,24.7,3931,60323,8.3,41,6516.6,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lancaster,12/10/2020,439,388,21239,545724,80.4,71.1,3891.9,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lehigh,11/04/2020,103,79.3,7252,369318,27.9,21.5,1963.6,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Columbia,01/11/2021,68,77.4,3515,64964,104.7,119.2,5410.7,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Perry,12/06/2020,28,27.4,886,46272,60.5,59.3,1914.8,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Huntingdon,12/10/2020,66,38,2155,45144,146.2,84.2,4773.6,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Bucks,11/02/2020,104,82.3,10762,628270,16.6,13.1,1713,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Crawford,03/08/2021,8,10,6512,84629,9.5,11.8,7694.8,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Philadelphia,01/02/2021,203,560.4,90129,1584064,12.8,35.4,5689.7,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Delaware,02/11/2021,138,144.9,39036,566747,24.3,25.6,6887.7,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Northampton,03/21/2021,51,119.6,28963,305285,16.7,39.2,9487.2,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Delaware,01/13/2021,270,279.9,33777,566747,47.6,49.4,5959.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Schuylkill,07/31/2020,5,5.9,896,141359,3.5,4.1,633.8,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Lackawanna,04/01/2021,89,73.3,15763,209674,42.4,35,7517.9,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Crawford,04/01/2021,7,6,6700,84629,8.3,7.1,7916.9,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lebanon,11/20/2020,96,80.4,4577,141793,67.7,56.7,3227.9,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Northumberland,08/24/2020,5,7.1,653,90843,5.5,7.9,718.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lehigh,01/27/2021,334,208.6,27733,369318,90.4,56.5,7509.2,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Northumberland,07/21/2020,3,2.9,381,90843,3.3,3.1,419.4,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Delaware,10/03/2020,41,45.7,11879,566747,7.2,8.1,2096,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Beaver,03/30/2021,48,45.3,13210,163929,29.3,27.6,8058.4,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Berks,02/19/2021,104,96.9,34941,421164,24.7,23,8296.3,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Delaware,12/05/2020,296,314.4,22427,566747,52.2,55.5,3957.1,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Pennsylvania,05/03/2020,854,1141.4,50384,12801989,6.7,8.9,393.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Jefferson,07/11/2020,0,1.1,40,43425,0,2.6,92.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Schuylkill,01/07/2021,208,170,9239,141359,147.1,120.3,6535.8,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Franklin,07/12/2020,2,7.1,1015,155027,1.3,4.6,654.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Berks,01/14/2021,295,303.6,28036,421164,70,72.1,6656.8,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Adams,01/02/2021,67,78,4815,103009,65,75.7,4674.3,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Venango,05/02/2020,0,0,9,50668,0,0,17.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Somerset,07/27/2020,3,2.3,118,73447,4.1,3.1,160.7,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Northumberland,06/06/2020,3,2.3,214,90843,3.3,2.5,235.6,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lehigh,05/10/2020,21,43.9,3259,369318,5.7,11.9,882.4,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Clarion,03/08/2021,8,3,2721,38438,20.8,7.8,7078.9,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Indiana,03/10/2021,14,8.4,5159,84073,16.7,10,6136.3,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
McKean,01/17/2021,24,26.9,2318,40625,59.1,66.1,5705.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Clarion,02/09/2021,6,9.3,2591,38438,15.6,24.2,6740.7,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Wyoming,03/17/2021,14,7.3,1252,26794,52.3,27.2,4672.7,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Indiana,03/18/2021,10,9,5227,84073,11.9,10.7,6217.2,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Snyder,02/10/2021,16,38.4,2983,40372,39.6,95.2,7388.8,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Clinton,09/29/2020,2,1.6,217,38632,5.2,4.1,561.7,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Snyder,06/11/2020,0,0.9,61,40372,0,2.1,151.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Beaver,09/06/2020,5,14,1733,163929,3.1,8.5,1057.2,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Venango,06/04/2020,3,0.7,16,50668,5.9,1.4,31.6,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Somerset,09/26/2020,2,1.6,222,73447,2.7,2.1,302.3,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Somerset,05/26/2020,0,0,39,73447,0,0,53.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lehigh,05/09/2020,73,44.7,3238,369318,19.8,12.1,876.8,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Venango,05/31/2020,0,0.1,12,50668,0,0.3,23.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
McKean,10/19/2020,1,3.1,114,40625,2.5,7.7,280.6,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Butler,08/30/2020,5,5.7,792,187853,2.7,3,421.6,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Blair,09/02/2020,5,6.3,475,121829,4.1,5.2,389.9,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Beaver,08/20/2020,37,14.6,1506,163929,22.6,8.9,918.7,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
McKean,11/17/2020,2,11.9,321,40625,4.9,29.2,790.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Lehigh,05/04/2020,35,43,2987,369318,9.5,11.6,808.8,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Susquehanna,03/16/2021,13,7.1,1805,40328,32.2,17.7,4475.8,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Northampton,04/11/2020,44,66.9,1149,305285,14.4,21.9,376.4,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Juniata,11/22/2020,25,29.4,623,24763,101,118.8,2515.9,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Franklin,02/28/2021,17,29.4,12497,155027,11,19,8061.2,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Bradford,03/04/2021,12,10.3,4438,60323,19.9,17.1,7357.1,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Dauphin,10/09/2020,45,32.4,4152,278299,16.2,11.7,1491.9,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Bedford,12/19/2020,41,44.3,2681,47888,85.6,92.5,5598.5,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Lawrence,06/18/2020,2,0.6,92,85512,2.3,0.7,107.6,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Tioga,02/19/2021,6,3.9,2437,40591,14.8,9.5,6003.8,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Huntingdon,10/09/2020,16,11.7,535,45144,35.4,25.9,1185.1,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Mifflin,06/28/2020,2,0.4,67,46138,4.3,0.9,145.2,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Crawford,09/20/2020,0,4.9,300,84629,0,5.7,354.5,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lawrence,06/02/2020,1,1,84,85512,1.2,1.2,98.2,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Venango,06/10/2020,0,0.9,19,50668,0,1.7,37.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Cambria,02/06/2021,16,35.7,11045,130192,12.3,27.4,8483.6,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Juniata,11/20/2020,32,23.3,570,24763,129.2,94,2301.8,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Philadelphia,04/11/2020,320,446.1,6284,1584064,20.2,28.2,396.7,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Wyoming,07/28/2020,0,0.4,59,26794,0,1.6,220.2,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Snyder,04/04/2021,3,5.3,3324,40372,7.4,13.1,8233.4,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Franklin,12/07/2020,243,164.4,5819,155027,156.7,106.1,3753.5,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Franklin,06/11/2020,11,7.1,837,155027,7.1,4.6,539.9,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Venango,05/21/2020,0,0.3,11,50668,0,0.6,21.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
McKean,10/04/2020,1,0.9,74,40625,2.5,2.1,182.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Fayette,11/08/2020,8,15.6,1211,129274,6.2,12,936.8,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Armstrong,07/03/2020,1,0.7,79,64735,1.5,1.1,122,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Clinton,07/23/2020,2,0.9,109,38632,5.2,2.2,282.1,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Blair,08/18/2020,11,9.9,372,121829,9,8.1,305.3,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Somerset,01/17/2021,24,46.9,5983,73447,32.7,63.8,8146,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Erie,08/14/2020,18,16.6,1214,269728,6.7,6.1,450.1,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Crawford,08/24/2020,1,3.3,203,84629,1.2,3.9,239.9,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Butler,07/05/2020,10,7.6,356,187853,5.3,4,189.5,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Somerset,10/25/2020,7,11.3,408,73447,9.5,15.4,555.5,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Berks,05/12/2020,39,61.6,3488,421164,9.3,14.6,828.2,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Montour,03/18/2021,5,3.1,1795,18230,27.4,17.2,9846.4,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Bucks,06/22/2020,14,17.9,5663,628270,2.2,2.8,901.4,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Perry,03/20/2021,13,11.9,3094,46272,28.1,25.6,6686.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Montgomery,06/06/2020,38,69.6,7734,830915,4.6,8.4,930.8,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Lackawanna,10/30/2020,28,40.3,3897,209674,13.4,19.2,1858.6,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Chester,07/29/2020,37,46.4,4846,524989,7,8.8,923.1,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Armstrong,04/25/2020,0,1.1,45,64735,0,1.8,69.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Snyder,07/13/2020,2,0.6,79,40372,5,1.4,195.7,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Mifflin,07/12/2020,2,1.3,78,46138,4.3,2.8,169.1,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Bedford,08/29/2020,1,1.1,170,47888,2.1,2.4,355,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Lancaster,06/10/2020,37,47.4,3639,545724,6.8,8.7,666.8,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Crawford,06/19/2020,1,0.7,44,84629,1.2,0.8,52,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lancaster,08/08/2020,67,39.3,5938,545724,12.3,7.2,1088.1,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Erie,08/01/2020,12,16.4,973,269728,4.4,6.1,360.7,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Clinton,06/20/2020,0,1,71,38632,0,2.6,183.8,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Mifflin,07/24/2020,1,1.3,94,46138,2.2,2.8,203.7,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Somerset,05/05/2020,2,0.9,33,73447,2.7,1.2,44.9,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Centre,06/04/2020,0,0.7,160,162385,0,0.4,98.5,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Bedford,02/06/2021,6,7.4,3689,47888,12.5,15.5,7703.4,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Juniata,09/14/2020,2,1.7,170,24763,8.1,6.9,686.5,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Mercer,02/12/2021,27,18.1,7871,109424,24.7,16.6,7193.1,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Perry,05/02/2020,1,1.1,34,46272,2.2,2.5,73.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Cumberland,10/02/2020,19,18.3,1984,253370,7.5,7.2,783,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Huntingdon,03/28/2021,3,7.6,4545,45144,6.6,16.8,10067.8,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Lehigh,04/28/2020,31,47.9,2717,369318,8.4,13,735.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Adams,06/04/2020,0,3.1,268,103009,0,3.1,260.2,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Venango,04/29/2020,0,0,9,50668,0,0,17.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Erie,09/10/2020,5,5.7,1433,269728,1.9,2.1,531.3,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Butler,06/02/2020,4,1.4,234,187853,2.1,0.8,124.6,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Butler,10/24/2020,22,29.6,1630,187853,11.7,15.7,867.7,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Blair,08/24/2020,7,8.3,419,121829,5.7,6.8,343.9,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Potter,08/19/2020,0,0.3,23,16526,0,1.7,139.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Pike,04/08/2020,13,14.3,176,55809,23.3,25.6,315.4,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Crawford,12/02/2020,100,74.7,2247,84629,118.2,88.3,2655.1,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Dauphin,11/04/2020,56,58.6,5263,278299,20.1,21,1891.1,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Blair,09/21/2020,12,9,607,121829,9.8,7.4,498.2,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Wyoming,11/12/2020,7,10.1,293,26794,26.1,37.9,1093.5,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Perry,02/11/2021,15,15.4,2754,46272,32.4,33.3,5951.8,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Clarion,02/12/2021,3,5.7,2607,38438,7.8,14.9,6782.4,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Crawford,08/05/2020,3,2.9,146,84629,3.5,3.4,172.5,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Juniata,08/25/2020,3,0.7,145,24763,12.1,2.9,585.6,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
McKean,06/18/2020,2,0.3,19,40625,4.9,0.7,46.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Bedford,03/14/2021,1,5,3878,47888,2.1,10.4,8098.1,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Bradford,08/19/2020,1,0.4,108,60323,1.7,0.7,179,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Butler,06/20/2020,6,1.7,269,187853,3.2,0.9,143.2,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Cumberland,06/20/2020,10,8,796,253370,3.9,3.2,314.2,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Beaver,09/17/2020,8,9.1,1841,163929,4.9,5.6,1123,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Mifflin,06/08/2020,0,0,62,46138,0,0,134.4,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Butler,07/31/2020,5,8.7,604,187853,2.7,4.6,321.5,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Lawrence,07/27/2020,16,9.1,310,85512,18.7,10.7,362.5,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Fulton,01/30/2021,3,7.7,1040,14530,20.6,53.1,7157.6,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Lehigh,10/10/2020,26,26.7,6002,369318,7,7.2,1625.2,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Potter,12/02/2020,19,16.4,322,16526,115,99.4,1948.4,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Franklin,12/06/2020,83,156.7,5576,155027,53.5,101.1,3596.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Mercer,03/01/2021,9,15,8128,109424,8.2,13.7,7428,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Westmoreland,11/01/2020,60,72.4,4639,348899,17.2,20.8,1329.6,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Delaware,04/07/2020,140,95.7,1121,566747,24.7,16.9,197.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Tioga,02/18/2021,8,4,2431,40591,19.7,9.9,5989,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Cumberland,06/22/2020,8,8,812,253370,3.2,3.2,320.5,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Clinton,09/18/2020,1,2.1,193,38632,2.6,5.5,499.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Franklin,09/13/2020,9,12,1665,155027,5.8,7.7,1074,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Crawford,10/24/2020,18,11.6,474,84629,21.3,13.7,560.1,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Crawford,08/14/2020,0,3.4,173,84629,0,4.1,204.4,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Armstrong,04/27/2020,3,1.7,49,64735,4.6,2.6,75.7,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Armstrong,06/07/2020,0,0.4,65,64735,0,0.7,100.4,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
